topic_id,word,clue_tight,clue_standard,clue_loose,difficulty,region
kpop,Choreography,sabay-sabay na galaw sa kanta,ang sayaw na inuulit sa performance,isang bahagi ng pagtatanghal,3,national
kpop,Album,koleksyon ng kanta na may photocard,isang labas na maraming kanta,isang binibili ng fans,3,national
kpop,Idol,artista sa Korea na kumakanta at sumasayaw,isang sikat na tao sa Kpop,isang tao sa entertainment,2,national
kpop,Concert,"maraming tao, may sayaw at kanta",isang malaking event ng grupo,isang pagtitipon ng tao,2,national
kpop,SHINee,limang lalaki na kilala sa Ring Ding Dong,lumang grupong lalaki,isang grupo,3,national
kpop,2NE1,apat na babae na kilala sa I Am The Best,lumang grupong babae,isang grupo,3,national
kpop,Wonder Girls,grupo ng babae na kilala sa Nobody,lumang grupong babae,isang grupo,4,national
kpop,SISTAR,grupo ng apat na babae na kilala sa tag-init,lumang grupong babae,isang grupo,4,national
kpop,MAMAMOO,apat na babae na malalakas ang boses,grupong babae na magaling kumanta,isang grupo,3,national
kpop,GOT7,grupo na may Thai at Amerikanong miyembro,grupong lalaki noon,isang grupo,3,national
kpop,NCT,grupo na maraming yunit at nagpapalit ng miyembro,malaking grupong lalaki,isang grupo,3,national
kpop,TXT,grupo na kapatid ng pinakasikat na grupong lalaki,bagong grupong lalaki,isang grupo,3,national
kpop,ENHYPEN,grupo na galing sa palabas na I-LAND,bagong grupong lalaki,isang grupo,3,national
kpop,LE SSERAFIM,limang babae na galing sa dating ahensya ng sikat,bagong grupong babae,isang grupo,3,national
kpop,IVE,grupo ng anim na babae na kilala sa Love Dive,bagong grupong babae,isang grupo,3,national
kpop,G-IDLE,grupong babae na sila mismo ang gumagawa ng kanta,grupong babae ngayon,isang grupo,4,national
kpop,TREASURE,grupong lalaki mula sa ahensyang dilaw,bagong grupong lalaki,isang grupo,4,national
kpop,ATEEZ,grupong lalaki na kilala sa malakas na sayaw,grupong lalaki ngayon,isang grupo,4,national
kpop,PSY,lalaking sumayaw na parang nakakabayo,lalaking kumanta na nakakatawa,isang mang-aawit,2,national
kpop,Taeyeon,pangunahing boses ng lumang grupong babae,babaeng kumakanta nang solo,isang mang-aawit,3,national
kpop,V,miyembro na kilala sa mababang boses at Vante,miyembro ng sikat na grupo,isang miyembro,2,national
kpop,Jimin,miyembro na sumasayaw nang malambot,miyembro ng sikat na grupo,isang miyembro,2,national
kpop,RM,pinuno ng grupo na magaling mag-Ingles,pinuno ng sikat na grupo,isang miyembro,3,national
kpop,Rose,miyembro na taga-Australia at may gitara,miyembro ng grupong babae,isang miyembro,2,national
kpop,Jisoo,miyembro na pinakamatanda sa grupong babae,miyembro ng grupong babae,isang miyembro,3,national
kpop,Nayeon,unang miyembro na nag-solo sa grupong siyam,miyembro ng grupong babae,isang miyembro,4,national
kpop,Karina,pinuno ng grupong may tema ng makina,miyembro ng bagong grupong babae,isang miyembro,4,national
kpop,Hanni,miyembro na may dugong Biyetnames at Australyano,miyembro ng bagong grupong babae,isang miyembro,4,national
kpop,Sana,miyembro na Hapon sa grupong siyam,miyembro ng grupong babae,isang miyembro,4,national
kpop,Music Bank,palabas kung saan tinutugtog ang mga bagong kanta,palabas sa telebisyon ng musika,isang palabas,4,national
kpop,Photocard,maliit na larawan sa loob ng binili,kinokolekta ng tagahanga,isang bagay,2,national
kpop,Sasaeng,tagahangang sumusunod at nanghihimasok,tagahangang sobra,isang tao,4,national
kpop,Maknae,pinakabata sa grupo,tawag sa huling miyembro,isang tawag,3,national
kpop,Visual,miyembro na itinuturing na pinakamaganda,tawag sa pinakamagandang miyembro,isang tawag,3,national
